Method,MAE,RMSE,NDCG,NDCG_Users,Failed_Predictions,Test_Rows,Training_Loss,Masked_Ratings
GCN_Pure_Torch,1.4320273080453383,1.766269956966993,0.8372015592710633,329,0,1813,4.661328315734863,1813
