Student_ID,Course_ID,Actual,Predicted,Error
40211133,40BA061,5.0,3.8549,1.1451
40311236,40B8932,4.0,2.0955,1.9045
40211106,40BA011,1.0,5.0,4.0
40211158,409R181,4.0,1.7338,2.2662
40311211,40BR372,3.0,3.2277,0.2277
40511118,40BA051,2.0,4.6782,2.6782
40311214,40BD012,1.0,3.776,2.776
40211110,4069211,3.0,1.8499,1.1501
40411246,40BA052,2.0,4.5789,2.5789
40211165,40BA141,2.0,3.1635,1.1635
40211241,40BA052,1.0,4.5766,3.5766
40211115,40BC021,1.0,3.353,2.353
40411251,40BA082,4.0,3.7457,0.2543
40211150,40UN080,3.0,1.7685,1.2315
40511125,40B0291,3.0,4.651,1.651
40211205,40BR322,3.0,2.6773,0.3227
40211127,40BQ421,5.0,2.5269,2.4731
40311241,40BA102,2.0,3.5999,1.5999
40211113,40BA101,2.0,3.94,1.94
40211252,409Z491,5.0,1.9956,3.0044
40311128,40BA021,4.0,3.6731,0.3269
40311150,40BA221,1.0,3.1044,2.1044
40211244,40B9561,4.0,2.1609,1.8391
40311227,40BA062,1.0,3.8334,2.8334
40211102,40BA011,4.0,5.0,1.0
40211102,40WN081,3.0,1.9544,1.0456
40211208,40BA152,2.0,2.7106,0.7106
40211248,40BR122,5.0,2.9325,2.0675
40311231,40BQ512,4.0,2.6991,1.3009
40411158,40BA081,3.0,3.7366,0.7366
40211163,40BA141,4.0,3.1635,0.8365
40311227,40B0292,2.0,4.6247,2.6247
40411155,40BQ031,4.0,2.8803,1.1197
40511247,40BA052,4.0,4.5732,0.5732
40311235,40BA102,1.0,3.5996,2.5996
40511233,40BA052,4.0,4.5731,0.5731
40311133,40BA101,2.0,3.9409,1.9409
40311245,40BD012,2.0,3.7762,1.7762
40211137,40BA051,3.0,4.6785,1.6785
40211262,40BA132,4.0,3.256,0.744
40211207,40BA062,4.0,3.8327,0.1673
40211237,40BA022,1.0,3.8282,2.8282
40311162,40BA021,1.0,3.6438,2.6438
40211234,40BR032,4.0,2.785,1.215
40411248,40BR472,1.0,2.5084,1.5084
40211136,40BC051,5.0,3.2785,1.7215
40311139,40BA141,1.0,3.1634,2.1634
40411158,40BA011,3.0,5.0,2.0
40211129,40BQ141,5.0,3.0991,1.9009
40211259,40BA152,2.0,2.71,0.71
40311258,40BD012,3.0,3.7758,0.7758
40411140,40BC071,2.0,3.1044,1.1044
40211158,40BQ371,2.0,2.7135,0.7135
40311142,40BA101,1.0,3.9416,2.9416
40211256,40BD012,5.0,3.7748,1.2252
40311217,40BA012,3.0,4.9615,1.9615
40411143,40BC011,1.0,3.9039,2.9039
40211107,40BA081,1.0,3.9955,2.9955
40311127,40BA081,2.0,3.7677,1.7677
40211148,40BQ321,3.0,3.0104,0.0104
40320310,40BC051,1.0,3.2538,2.2538
40211220,40BD052,3.0,2.9293,0.0707
40311162,40BQ311,1.0,2.9862,1.9862
40211261,40BA122,3.0,3.2645,0.2645
40311155,40BQ311,3.0,2.9861,0.0139
40211252,40BR072,4.0,3.2859,0.7141
40311169,40BA221,1.0,3.0818,2.0818
40411215,40BA012,3.0,4.9636,1.9636
40311117,40BA141,3.0,3.1875,0.1875
40311158,40BA121,1.0,3.3692,2.3692
40211209,40BA092,1.0,2.8433,1.8433
40311236,40BD032,4.0,3.382,0.618
40211153,40BQ021,5.0,2.7282,2.2718
40211151,40BA081,3.0,3.7663,0.7663
40411138,40BA021,1.0,3.6438,2.6438
40211118,40BA141,5.0,3.1635,1.8365
40411101,40BA011,1.0,5.0,4.0
40211217,40BR082,4.0,2.9362,1.0638
40311132,40BC051,1.0,3.2791,2.2791
40211226,40BD052,5.0,2.9297,2.0703
40211225,40B9572,4.0,2.1177,1.8823
40411240,40BR472,5.0,2.507,2.493
40211109,40B0291,2.0,4.6938,2.6938
40411110,40BQ311,2.0,3.0087,1.0087
40211241,40BA152,3.0,2.7101,0.2899
40311250,40BA062,1.0,3.8328,2.8328
40211102,40BQ421,3.0,2.51,0.49
