point,family,initial_alpha,final_alpha,best_checkpoint_alpha,lambda_rank,learning_rate,maximum_epochs,best_epoch,epochs_run,pair_mode,train_rating_loss,train_ranking_loss,MAE,RMSE,Rating_Rows,Missing_Predictions,Fallback_Predictions,Cold_User_Rows,Cold_Item_Rows,Ranking_Eligible_Users,Precision@5,Recall@5,NDCG@5,HitRate@5,Precision@10,Recall@10,NDCG@10,HitRate@10
V2-global,v2_global,0.5,0.7137094736099243,0.7137094736099243,0.05,0.01,100,100,100,unweighted,0.2972073256969452,0.223732590675354,0.7945509731769562,0.9819891849858178,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.318421244843466,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3685260407624442,0.6058823529411764
V2-global,v2_global,0.5,0.8222668766975403,0.8049336671829224,0.05,0.01,200,174,194,unweighted,0.27016887068748474,0.2066441923379898,0.7989360052347183,0.9789586314665256,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8814267516136169,0.805020809173584,0.05,0.05,50,31,50,unweighted,0.27014532685279846,0.2066292017698288,0.7989413718382518,0.9789586435182028,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.32562936450371327,0.5176470588235295
V2-global,v2_global,0.5,0.8840093016624451,0.805020809173584,0.05,0.05,100,31,51,unweighted,0.27014532685279846,0.2066292017698288,0.7989413718382518,0.9789586435182028,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.32562936450371327,0.5176470588235295
V2-global,v2_global,0.5,0.8840093016624451,0.805020809173584,0.05,0.05,200,31,51,unweighted,0.27014532685279846,0.2066292017698288,0.7989413718382518,0.9789586435182028,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.32562936450371327,0.5176470588235295
V2-global,v2_global,0.5,0.512471616268158,0.512471616268158,0.1,0.001,50,50,50,unweighted,0.3738258183002472,0.2734309434890747,0.794240160981814,1.0094293097635978,600,0,0,0,0,170,0.11411764705882352,0.48823529411764705,0.38171150262057946,0.5411764705882353,0.0811764705882353,0.6735294117647059,0.44473162685734896,0.7235294117647059
V2-global,v2_global,0.5,0.5248289704322815,0.5248289704322815,0.1,0.001,100,100,100,unweighted,0.36844784021377563,0.2698090374469757,0.7939000397920608,1.0069443415236972,600,0,0,0,0,170,0.11529411764705884,0.49117647058823527,0.38016560681333994,0.5470588235294118,0.0811764705882353,0.6735294117647059,0.4412961250231965,0.7235294117647059
V2-global,v2_global,0.5,0.549078643321991,0.549078643321991,0.1,0.001,200,200,200,unweighted,0.35815027356147766,0.2629421651363373,0.793372113108635,1.002361687371835,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.36985318120364946,0.5352941176470588,0.0776470588235294,0.6411764705882353,0.4249834136312782,0.6941176470588235
V2-global,v2_global,0.5,0.5614545345306396,0.5614545345306396,0.1,0.005,50,50,50,unweighted,0.3530255854129791,0.2595566511154175,0.7932267113526662,1.000174711279494,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.3691953640522569,0.5352941176470588,0.07705882352941178,0.6352941176470588,0.4223742181447134,0.6882352941176471
V2-global,v2_global,0.5,0.618085503578186,0.618085503578186,0.1,0.005,100,100,100,unweighted,0.33070242404937744,0.2450299859046936,0.7931312944491704,0.9915076706311327,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.710773229598999,0.710773229598999,0.1,0.005,200,200,200,unweighted,0.29815736413002014,0.2243318408727646,0.7944515109062195,0.9821838085218223,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.31893681838274657,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3690416143017248,0.6058823529411764
V2-global,v2_global,0.5,0.6193149089813232,0.6193149089813232,0.1,0.01,50,50,50,unweighted,0.33023831248283386,0.24473141133785248,0.7931345796585083,0.9913441852428401,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.7136277556419373,0.7136277556419373,0.1,0.01,100,100,100,unweighted,0.2972337305545807,0.22374923527240753,0.7945481558640798,0.9819945179843366,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.318421244843466,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3685260407624442,0.6058823529411764
V2-global,v2_global,0.5,0.8221736550331116,0.8048340082168579,0.1,0.01,200,174,194,unweighted,0.27019578218460083,0.20666134357452393,0.798929863969485,0.9789586195299544,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8813730478286743,0.8049541115760803,0.1,0.05,50,31,50,unweighted,0.270163357257843,0.20664067566394806,0.7989372686545054,0.978958635460024,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8839573860168457,0.8049541115760803,0.1,0.05,100,31,51,unweighted,0.270163357257843,0.20664067566394806,0.7989372686545054,0.978958635460024,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8839573860168457,0.8049541115760803,0.1,0.05,200,31,51,unweighted,0.270163357257843,0.20664067566394806,0.7989372686545054,0.978958635460024,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.5124706625938416,0.5124706625938416,0.25,0.001,50,50,50,unweighted,0.3738262355327606,0.2734312415122986,0.7942401840289434,1.0094295042836623,600,0,0,0,0,170,0.11411764705882352,0.48823529411764705,0.38171150262057946,0.5411764705882353,0.0811764705882353,0.6735294117647059,0.44473162685734896,0.7235294117647059
V2-global,v2_global,0.5,0.5248240828514099,0.5248240828514099,0.25,0.001,100,100,100,unweighted,0.36844995617866516,0.26981043815612793,0.7939001725117365,1.0069453060280091,600,0,0,0,0,170,0.11529411764705884,0.49117647058823527,0.38016560681333994,0.5470588235294118,0.0811764705882353,0.6735294117647059,0.4412961250231965,0.7235294117647059
V2-global,v2_global,0.5,0.5490569472312927,0.5490569472312927,0.25,0.001,200,200,200,unweighted,0.3581593334674835,0.2629481554031372,0.7933725384871165,1.002365617711013,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.36985318120364946,0.5352941176470588,0.0776470588235294,0.6411764705882353,0.4249834136312782,0.6941176470588235
V2-global,v2_global,0.5,0.5614341497421265,0.5614341497421265,0.25,0.005,50,50,50,unweighted,0.35303395986557007,0.2595621645450592,0.7932268891731898,1.0001782342594143,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.3691953640522569,0.5352941176470588,0.07705882352941178,0.6352941176470588,0.4223742181447134,0.6882352941176471
V2-global,v2_global,0.5,0.6179937124252319,0.6179937124252319,0.25,0.005,100,100,100,unweighted,0.3307371139526367,0.24505232274532318,0.7931310590108236,0.9915199225097834,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.7105311751365662,0.7105311751365662,0.25,0.005,200,200,200,unweighted,0.2982358932495117,0.22438137233257294,0.7944437966744105,0.9822001359474208,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.31893681838274657,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3690416143017248,0.6058823529411764
V2-global,v2_global,0.5,0.6192461252212524,0.6192461252212524,0.25,0.01,50,50,50,unweighted,0.33026427030563354,0.2447480857372284,0.7931343936920165,0.9913533019141736,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.7134101986885071,0.7134101986885071,0.25,0.01,100,100,100,unweighted,0.2973039448261261,0.22379350662231445,0.7945406502485275,0.9820087394927903,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.318421244843466,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3685260407624442,0.6058823529411764
V2-global,v2_global,0.5,0.8219250440597534,0.8045685887336731,0.25,0.01,200,174,194,unweighted,0.270267516374588,0.20670700073242188,0.7989135162035624,0.978958641578299,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8812295198440552,0.8047764301300049,0.25,0.05,50,31,50,unweighted,0.2702113389968872,0.20667125284671783,0.7989263218641282,0.9789586233674725,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8838189244270325,0.8047764301300049,0.25,0.05,100,31,51,unweighted,0.2702113389968872,0.20667125284671783,0.7989263218641282,0.9789586233674725,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8838189244270325,0.8047764301300049,0.25,0.05,200,31,51,unweighted,0.2702113389968872,0.20667125284671783,0.7989263218641282,0.9789586233674725,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.512469470500946,0.512469470500946,0.5,0.001,50,50,50,unweighted,0.3738267719745636,0.27343159914016724,0.7942402086655299,1.0094297408543706,600,0,0,0,0,170,0.11411764705882352,0.48823529411764705,0.38171150262057946,0.5411764705882353,0.0811764705882353,0.6735294117647059,0.44473162685734896,0.7235294117647059
V2-global,v2_global,0.5,0.5248175263404846,0.5248175263404846,0.5,0.001,100,100,100,unweighted,0.368452787399292,0.26981234550476074,0.7939003600676855,1.00694659714808,600,0,0,0,0,170,0.11529411764705884,0.49117647058823527,0.38016560681333994,0.5470588235294118,0.0811764705882353,0.6735294117647059,0.4412961250231965,0.7235294117647059
V2-global,v2_global,0.5,0.5490279793739319,0.5490279793739319,0.5,0.001,200,200,200,unweighted,0.35817140340805054,0.2629561722278595,0.7933730965852738,1.0023708573798362,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.36985318120364946,0.5352941176470588,0.0776470588235294,0.6411764705882353,0.4249834136312782,0.6941176470588235
V2-global,v2_global,0.5,0.5614070892333984,0.5614070892333984,0.5,0.005,50,50,50,unweighted,0.3530450761318207,0.2595694661140442,0.7932271210352579,1.0001829012855057,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.3691953640522569,0.5352941176470588,0.07705882352941178,0.6352941176470588,0.4223742181447134,0.6882352941176471
V2-global,v2_global,0.5,0.6178712248802185,0.6178712248802185,0.5,0.005,100,100,100,unweighted,0.3307833969593048,0.2450820952653885,0.7931307212511698,0.991536267526874,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.7102078199386597,0.7102078199386597,0.5,0.005,200,200,200,unweighted,0.29834088683128357,0.2244476079940796,0.7944334878524144,0.9822220102115914,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.31893681838274657,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3690416143017248,0.6058823529411764
V2-global,v2_global,0.5,0.6191543936729431,0.6191543936729431,0.5,0.01,50,50,50,unweighted,0.33029887080192566,0.244770348072052,0.7931341564655304,0.9913654760749335,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.7131190896034241,0.7131190896034241,0.5,0.01,100,100,100,unweighted,0.2973979711532593,0.22385281324386597,0.7945306018988292,0.9820278168335294,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.318421244843466,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3685260407624442,0.6058823529411764
V2-global,v2_global,0.5,0.822396993637085,0.8051395416259766,0.5,0.01,200,175,195,unweighted,0.2701132595539093,0.20660875737667084,0.7989486859242121,0.978958670409082,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.32562936450371327,0.5176470588235295
V2-global,v2_global,0.5,0.8810358047485352,0.8045375347137451,0.5,0.05,50,31,50,unweighted,0.27027589082717896,0.20671236515045166,0.7989116112391154,0.9789586511197897,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8836317658424377,0.8045375347137451,0.5,0.05,100,31,51,unweighted,0.27027589082717896,0.20671236515045166,0.7989116112391154,0.9789586511197897,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8836317658424377,0.8045375347137451,0.5,0.05,200,31,51,unweighted,0.27027589082717896,0.20671236515045166,0.7989116112391154,0.9789586511197897,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.5124678611755371,0.5124678611755371,1.0,0.001,50,50,50,unweighted,0.3738274872303009,0.27343204617500305,0.7942402670780818,1.0094300789506188,600,0,0,0,0,170,0.11411764705882352,0.48823529411764705,0.38171150262057946,0.5411764705882353,0.0811764705882353,0.6735294117647059,0.44473162685734896,0.7235294117647059
V2-global,v2_global,0.5,0.5248084664344788,0.5248084664344788,1.0,0.001,100,100,100,unweighted,0.3684566915035248,0.26981496810913086,0.7939006018638611,1.0069483790807758,600,0,0,0,0,170,0.11529411764705884,0.49117647058823527,0.38016560681333994,0.5470588235294118,0.0811764705882353,0.6735294117647059,0.4412961250231965,0.7235294117647059
V2-global,v2_global,0.5,0.5489875078201294,0.5489875078201294,1.0,0.001,200,200,200,unweighted,0.35818833112716675,0.26296737790107727,0.7933738793929418,1.0023781844587207,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.36985318120364946,0.5352941176470588,0.0776470588235294,0.6411764705882353,0.4249834136312782,0.6941176470588235
V2-global,v2_global,0.5,0.5613693594932556,0.5613693594932556,1.0,0.005,50,50,50,unweighted,0.3530605435371399,0.25957968831062317,0.7932274576028188,1.0001894234466917,600,0,0,0,0,170,0.11294117647058825,0.47941176470588237,0.3691953640522569,0.5352941176470588,0.07705882352941178,0.6352941176470588,0.4223742181447134,0.6882352941176471
V2-global,v2_global,0.5,0.617699921131134,0.617699921131134,1.0,0.005,100,100,100,unweighted,0.33084815740585327,0.24512377381324768,0.7931302692492803,0.991559157026989,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.7097526788711548,0.7097526788711548,1.0,0.005,200,200,200,unweighted,0.2984887659549713,0.22454088926315308,0.7944189627965291,0.9822529205527122,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.31893681838274657,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.36914672286965183,0.6058823529411764
V2-global,v2_global,0.5,0.619025707244873,0.619025707244873,1.0,0.01,50,50,50,unweighted,0.3303474187850952,0.2448015660047531,0.7931338143348694,0.9913825561019275,600,0,0,0,0,170,0.10470588235294118,0.43725490196078426,0.34594962935847856,0.48823529411764705,0.07470588235294118,0.6156862745098038,0.40707984259402075,0.6647058823529411
V2-global,v2_global,0.5,0.712709367275238,0.712709367275238,1.0,0.01,100,100,100,unweighted,0.2975303828716278,0.22393634915351868,0.7945164648691813,0.9820547756565303,600,0,0,0,0,170,0.09882352941176471,0.4117647058823529,0.318421244843466,0.4647058823529412,0.06823529411764706,0.5539215686274509,0.3685260407624442,0.6058823529411764
V2-global,v2_global,0.5,0.8219239711761475,0.8046351075172424,1.0,0.01,200,175,195,unweighted,0.27024951577186584,0.2066955417394638,0.7989176181952159,0.9789586310668792,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8807600736618042,0.8041994571685791,1.0,0.05,50,31,50,unweighted,0.2703673243522644,0.20677058398723602,0.7988907859722774,0.9789587522830951,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8833653926849365,0.8041994571685791,1.0,0.05,100,31,51,unweighted,0.2703673243522644,0.20677058398723602,0.7988907859722774,0.9789587522830951,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.5,0.8833653926849365,0.8041994571685791,1.0,0.05,200,31,51,unweighted,0.2703673243522644,0.20677058398723602,0.7988907859722774,0.9789587522830951,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.75,0.7592100501060486,0.7592100501060486,0.0,0.001,50,50,50,unweighted,0.2831211984157562,0.21485047042369843,0.7963482401768367,0.9797204687682918,600,0,0,0,0,170,0.08705882352941177,0.35294117647058826,0.29020860883418287,0.40588235294117647,0.06588235294117646,0.5333333333333333,0.3527881123183985,0.5823529411764706
V2-global,v2_global,0.75,0.7680181264877319,0.7680181264877319,0.0,0.001,100,100,100,unweighted,0.2805323302745819,0.21321550011634827,0.796791286667188,0.9794545391205198,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.2877749428516074,0.4,0.06588235294117646,0.5333333333333333,0.35152477569162166,0.5823529411764706
V2-global,v2_global,0.75,0.7844350934028625,0.7844350934028625,0.0,0.001,200,200,200,unweighted,0.27582645416259766,0.2102379947900772,0.7977005404233932,0.9791105996015422,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.2838058045903703,0.4,0.06058823529411765,0.484313725490196,0.33200431269927994,0.5352941176470588
V2-global,v2_global,0.75,0.7928152084350586,0.7928152084350586,0.0,0.005,50,50,50,unweighted,0.2734842598438263,0.20875243842601776,0.7981896825631459,0.9790112212518125,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.28327704579101853,0.4,0.060000000000000005,0.4784313725490196,0.3292109402053151,0.5294117647058824
V2-global,v2_global,0.75,0.8180046081542969,0.8045697212219238,0.0,0.005,100,66,86,unweighted,0.27026718854904175,0.20670682191848755,0.7989135883251826,0.9789586401541757,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.75,0.8180046081542969,0.8045697212219238,0.0,0.005,200,66,86,unweighted,0.27026718854904175,0.20670682191848755,0.7989135883251826,0.9789586401541757,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.75,0.828001856803894,0.8052974343299866,0.0,0.01,50,33,50,unweighted,0.2700706422328949,0.20658160746097565,0.7989584046602249,0.9789587112176134,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.3255589811546186,0.5176470588235295
V2-global,v2_global,0.75,0.8316184878349304,0.8052974343299866,0.0,0.01,100,33,53,unweighted,0.2700706422328949,0.20658160746097565,0.7989584046602249,0.9789587112176134,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.3255589811546186,0.5176470588235295
V2-global,v2_global,0.75,0.8316184878349304,0.8052974343299866,0.0,0.01,200,33,53,unweighted,0.2700706422328949,0.20658160746097565,0.7989584046602249,0.9789587112176134,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.3255589811546186,0.5176470588235295
V2-global,v2_global,0.75,0.9062420725822449,0.8016511797904968,0.0,0.05,50,6,26,unweighted,0.2710585296154022,0.20721063017845154,0.7987338491280873,0.97896223685181,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2817237038935327,0.4,0.05941176470588235,0.47549019607843135,0.327610733277234,0.5235294117647059
V2-global,v2_global,0.75,0.9062420725822449,0.8016511797904968,0.0,0.05,100,6,26,unweighted,0.2710585296154022,0.20721063017845154,0.7987338491280873,0.97896223685181,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2817237038935327,0.4,0.05941176470588235,0.47549019607843135,0.327610733277234,0.5235294117647059
V2-global,v2_global,0.75,0.9062420725822449,0.8016511797904968,0.0,0.05,200,6,26,unweighted,0.2710585296154022,0.20721063017845154,0.7987338491280873,0.97896223685181,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2817237038935327,0.4,0.05941176470588235,0.47549019607843135,0.327610733277234,0.5235294117647059
V2-global,v2_global,0.75,0.7592100501060486,0.7592100501060486,0.01,0.001,50,50,50,unweighted,0.2831211984157562,0.21485047042369843,0.7963482401768367,0.9797204687682918,600,0,0,0,0,170,0.08705882352941177,0.35294117647058826,0.29020860883418287,0.40588235294117647,0.06588235294117646,0.5333333333333333,0.3527881123183985,0.5823529411764706
V2-global,v2_global,0.75,0.7680181264877319,0.7680181264877319,0.01,0.001,100,100,100,unweighted,0.2805323302745819,0.21321550011634827,0.796791286667188,0.9794545391205198,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.2877749428516074,0.4,0.06588235294117646,0.5333333333333333,0.35152477569162166,0.5823529411764706
V2-global,v2_global,0.75,0.7844353318214417,0.7844353318214417,0.01,0.001,200,200,200,unweighted,0.2758263945579529,0.21023796498775482,0.7977005485693613,0.9791105947604822,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.2838058045903703,0.4,0.06058823529411765,0.484313725490196,0.33200431269927994,0.5352941176470588
V2-global,v2_global,0.75,0.7928153276443481,0.7928153276443481,0.01,0.005,50,50,50,unweighted,0.2734842598438263,0.20875240862369537,0.7981896962722143,0.9790112264413025,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.28327704579101853,0.4,0.060000000000000005,0.4784313725490196,0.3292109402053151,0.5294117647058824
V2-global,v2_global,0.75,0.8180055022239685,0.8045700788497925,0.01,0.005,100,66,86,unweighted,0.2702670991420746,0.20670676231384277,0.7989136079947153,0.9789586376413303,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.75,0.8180055022239685,0.8045700788497925,0.01,0.005,200,66,86,unweighted,0.2702670991420746,0.20670676231384277,0.7989136079947153,0.9789586376413303,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
V2-global,v2_global,0.75,0.8280026912689209,0.8052977323532104,0.01,0.01,50,33,50,unweighted,0.2700705826282501,0.20658156275749207,0.7989584287007649,0.9789587170675151,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.3255589811546186,0.5176470588235295
V2-global,v2_global,0.75,0.8316195011138916,0.8052977323532104,0.01,0.01,100,33,53,unweighted,0.2700705826282501,0.20658156275749207,0.7989584287007649,0.9789587170675151,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.3255589811546186,0.5176470588235295
V2-global,v2_global,0.75,0.8316195011138916,0.8052977323532104,0.01,0.01,200,33,53,unweighted,0.2700705826282501,0.20658156275749207,0.7989584287007649,0.9789587170675151,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2813081643702661,0.4,0.058823529411764705,0.4696078431372549,0.3255589811546186,0.5176470588235295
V2-global,v2_global,0.75,0.9062460064888,0.8016511797904968,0.01,0.05,50,6,26,unweighted,0.2710585296154022,0.20721063017845154,0.7987338491280873,0.97896223685181,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2817237038935327,0.4,0.05941176470588235,0.47549019607843135,0.327610733277234,0.5235294117647059
V2-global,v2_global,0.75,0.9062460064888,0.8016511797904968,0.01,0.05,100,6,26,unweighted,0.2710585296154022,0.20721063017845154,0.7987338491280873,0.97896223685181,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2817237038935327,0.4,0.05941176470588235,0.47549019607843135,0.327610733277234,0.5235294117647059
V2-global,v2_global,0.75,0.9062460064888,0.8016511797904968,0.01,0.05,200,6,26,unweighted,0.2710585296154022,0.20721063017845154,0.7987338491280873,0.97896223685181,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2817237038935327,0.4,0.05941176470588235,0.47549019607843135,0.327610733277234,0.5235294117647059
V2-global,v2_global,0.75,0.7592100501060486,0.7592100501060486,0.05,0.001,50,50,50,unweighted,0.2831211984157562,0.21485047042369843,0.7963482401768367,0.9797204687682918,600,0,0,0,0,170,0.08705882352941177,0.35294117647058826,0.29020860883418287,0.40588235294117647,0.06588235294117646,0.5333333333333333,0.3527881123183985,0.5823529411764706
V2-global,v2_global,0.75,0.7680181860923767,0.7680181860923767,0.05,0.001,100,100,100,unweighted,0.2805323302745819,0.21321548521518707,0.7967912874619166,0.979454534571056,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.2877749428516074,0.4,0.06588235294117646,0.5333333333333333,0.35152477569162166,0.5823529411764706
V2-global,v2_global,0.75,0.7844359874725342,0.7844359874725342,0.05,0.001,200,200,200,unweighted,0.27582624554634094,0.21023786067962646,0.7977005928754807,0.9791105954759357,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.2838058045903703,0.4,0.06058823529411765,0.484313725490196,0.33200431269927994,0.5352941176470588
V2-global,v2_global,0.75,0.7928161025047302,0.7928161025047302,0.05,0.005,50,50,50,unweighted,0.2734840214252472,0.20875228941440582,0.7981897393862406,0.9790112158261641,600,0,0,0,0,170,0.08588235294117648,0.34705882352941175,0.28327704579101853,0.4,0.060000000000000005,0.4784313725490196,0.3292109402053151,0.5294117647058824
V2-global,v2_global,0.75,0.8180087804794312,0.8045717477798462,0.05,0.005,100,66,86,unweighted,0.27026665210723877,0.2067064642906189,0.7989137218395869,0.978958644590701,600,0,0,0,0,170,0.08470588235294117,0.34411764705882353,0.2815659511399064,0.4,0.058823529411764705,0.4696078431372549,0.325752599192326,0.5176470588235295
