Student_ID,Course_ID,Actual,Predicted,Error
40211262,40BR082,5,2.903,2.097
40511229,40BA052,2,2.7411,0.7411
40211122,40BQ421,3,3.4561,0.4561
40411119,40BA051,1,2.903,1.903
40211202,40BA132,3,3.2012,0.2012
40211125,40BQ141,4,3.3387,0.6613
40411205,40BA052,2,2.903,0.903
40311131,40B0291,2,3.7901,1.7901
40311146,40BA081,2,3.3969,1.3969
40211245,40BR032,2,4.0929,2.0929
40411130,40BC071,1,2.903,1.903
40311135,40BA221,1,2.8997,1.8997
40411143,40BA051,1,2.903,1.903
40411207,40BA062,2,2.903,0.903
40211220,409Z481,5,4.0866,0.9134
40211205,40BA062,5,3.4072,1.5928
40211230,40BA062,4,3.0043,0.9957
40411140,40BA021,1,2.903,1.903
40511262,40BA052,3,2.903,0.097
40211262,40BA142,5,2.903,2.097
40311132,40BQ321,3,2.903,0.097
40311138,40BC021,4,4.0083,0.0083
40311151,40BA141,3,2.4351,0.5649
40411143,40BA221,1,2.903,1.903
40211222,40BD032,4,3.6009,0.3991
40311231,40BD032,2,2.7767,0.7767
40311205,40BD032,3,2.903,0.097
40511227,40BA052,2,3.4677,1.4677
40211152,40B0291,2,2.903,0.903
40211233,40BA142,4,3.9613,0.0387
40311238,40BA132,3,4.268,1.268
40211125,40BC011,4,2.1732,1.8268
40311219,40B0292,1,2.903,1.903
40311105,40BC071,2,3.5191,1.5191
40311134,40BA121,3,2.8838,0.1162
40311116,40B0291,2,3.6818,1.6818
40311157,40BA061,3,3.1983,0.1983
40211104,40BC051,2,3.8061,1.8061
40411149,40BC071,1,2.903,1.903
40411130,40BA102,3,2.903,0.097
40311214,40BD032,2,2.1888,0.1888
40411222,40BA062,1,2.903,1.903
40311108,40BA101,3,3.0805,0.0805
40211134,40BC021,4,3.7106,0.2894
40320324,40BC011,1,1.9892,0.9892
40311243,40BA012,3,3.9585,0.9585
40411130,40BA222,2,2.903,0.903
40411215,40BA052,1,2.903,1.903
40411240,40BR022,2,2.903,0.903
40211127,40BA131,5,4.1391,0.8609
40211131,40B0291,1,2.903,1.903
40211235,40BA102,4,3.0923,0.9077
40211101,40BR342,5,3.9393,1.0607
40211205,40BD012,4,3.2005,0.7995
40411120,40BA061,4,2.903,1.097
40311125,40B0291,3,2.903,0.097
40211150,40BC021,3,3.0967,0.0967
40311148,40BA081,3,2.903,0.097
40211219,40BA052,2,2.6102,0.6102
40211260,40BR122,5,4.6085,0.3915
40311146,40BA061,1,2.8096,1.8096
40511219,40BA052,3,2.903,0.097
40211150,40BC061,4,3.7079,0.2921
40211110,40BC051,2,3.6004,1.6004
40311249,40BA022,3,3.0245,0.0245
40211205,40BR042,3,3.3216,0.3216
40411104,40BC071,3,2.903,0.097
40211122,40BA151,4,4.0898,0.0898
40211106,40BA081,3,3.4862,0.4862
40311104,40BA141,1,2.0455,1.0455
40311229,40BA012,2,3.7443,1.7443
40511247,40B0292,4,4.2884,0.2884
40211208,90B2681,3,2.903,0.097
40211249,40BR122,5,4.7992,0.2008
40311116,40BA081,3,3.491,0.491
40311208,40BA022,4,4.1944,0.1944
40211206,40BA012,5,3.3883,1.6117
40511201,40BA012,3,2.8602,0.1398
40211116,40BA131,5,3.9965,1.0035
40211101,40BA081,4,3.5818,0.4182
40211112,40BA021,1,2.2304,1.2304
40211112,40BQ371,3,3.5388,0.5388
40211217,40BA022,5,3.6843,1.3157
40211220,40B0292,5,3.8884,1.1116
40311130,40BQ321,3,3.5176,0.5176
40311139,40BQ141,2,3.1586,1.1586
40311236,40BA102,4,3.2986,0.7014
40311245,40BA012,4,2.903,1.097
40511123,40BA051,1,2.903,1.903
40311114,40BA051,4,2.903,1.097
40311155,40BC051,3,2.903,0.097
40211239,40BR372,1,2.903,1.903
40211130,40BA021,1,2.2555,1.2555
40211133,40BA061,5,4.6941,0.3059
40311236,40B8932,4,4.2953,0.2953
40211106,40BA011,1,2.9048,1.9048
40211158,409R181,4,3.3492,0.6508
40311211,40BR372,3,3.9735,0.9735
40511118,40BA051,2,2.903,0.903
40311214,40BD012,1,2.9823,1.9823
40211110,4069211,3,4.0,1.0
40411246,40BA052,2,2.903,0.903
40211165,40BA141,2,2.6906,0.6906
40211241,40BA052,1,2.474,1.474
40211115,40BC021,1,2.903,1.903
40411251,40BA082,4,2.903,1.097
40211150,40UN080,3,3.475,0.475
40511125,40B0291,3,2.903,0.097
40211205,40BR322,3,3.9,0.9
40211127,40BQ421,5,3.3579,1.6421
40311241,40BA102,2,2.903,0.903
40211113,40BA101,2,2.2965,0.2965
40211252,409Z491,5,4.4123,0.5877
40311128,40BA021,4,3.2934,0.7066
40311150,40BA221,1,2.903,1.903
40211244,40B9561,4,4.0,0.0
40311227,40BA062,1,2.903,1.903
40211102,40BA011,4,3.0205,0.9795
40211102,40WN081,3,2.4905,0.5095
40211208,40BA152,2,2.903,0.903
40211248,40BR122,5,4.5092,0.4908
40311231,40BQ512,4,3.7052,0.2948
40411158,40BA081,3,2.903,0.097
40211163,40BA141,4,2.903,1.097
40311227,40B0292,2,2.903,0.903
40411155,40BQ031,4,2.903,1.097
40511247,40BA052,4,3.1852,0.8148
40311235,40BA102,1,2.903,1.903
40511233,40BA052,4,3.1995,0.8005
40311133,40BA101,2,3.6033,1.6033
40311245,40BD012,2,2.903,0.903
40211137,40BA051,3,2.5706,0.4294
40211262,40BA132,4,2.903,1.097
40211207,40BA062,4,3.8339,0.1661
40211237,40BA022,1,3.6002,2.6002
40311162,40BA021,1,2.903,1.903
40211234,40BR032,4,3.902,0.098
40411248,40BR472,1,2.903,1.903
40211136,40BC051,5,3.4523,1.5477
40311139,40BA141,1,2.3506,1.3506
40411158,40BA011,3,2.903,0.097
40211129,40BQ141,5,3.4847,1.5153
40211259,40BA152,2,3.1202,1.1202
40311258,40BD012,3,3.1948,0.1948
40411140,40BC071,2,2.903,0.903
40211158,40BQ371,2,3.6698,1.6698
40311142,40BA101,1,2.903,1.903
40211256,40BD012,5,3.494,1.506
40311217,40BA012,3,2.9809,0.0191
40411143,40BC011,1,2.903,1.903
40211107,40BA081,1,2.6548,1.6548
40311127,40BA081,2,2.903,0.903
40211148,40BQ321,3,3.597,0.597
40320310,40BC051,1,2.8783,1.8783
40211220,40BD052,3,3.325,0.325
40311162,40BQ311,1,2.903,1.903
40211261,40BA122,3,3.3079,0.3079
40311155,40BQ311,3,2.903,0.097
40211252,40BR072,4,4.8139,0.8139
40311169,40BA221,1,2.903,1.903
40411215,40BA012,3,2.903,0.097
40311117,40BA141,3,2.6119,0.3881
40311158,40BA121,1,2.7122,1.7122
40211209,40BA092,1,3.7824,2.7824
40311236,40BD032,4,2.988,1.012
40211153,40BQ021,5,3.7203,1.2797
40211151,40BA081,3,3.7849,0.7849
40411138,40BA021,1,2.903,1.903
40211118,40BA141,5,3.5967,1.4033
40411101,40BA011,1,2.903,1.903
40211217,40BR082,4,3.9968,0.0032
40311132,40BC051,1,2.903,1.903
40211226,40BD052,5,3.5064,1.4936
40211225,40B9572,4,3.9073,0.0927
40411240,40BR472,5,2.903,2.097
40211109,40B0291,2,2.1868,0.1868
40411110,40BQ311,2,2.903,0.903
40211241,40BA152,3,3.2252,0.2252
40311250,40BA062,1,1.9026,0.9026
40211102,40BQ421,3,3.4919,0.4919
40211108,40BA051,3,3.2008,0.2008
40411252,40BR472,1,2.903,1.903
40511256,40B0292,3,3.9403,0.9403
40311111,40BA061,4,2.8123,1.1877
40211114,40UN110,4,2.903,1.097
40511207,40BA012,2,3.6822,1.6822
40311218,40BA082,4,3.6447,0.3553
40311151,40BA021,4,3.5988,0.4012
40411146,40BA081,2,2.903,0.903
40311215,40BA122,2,2.903,0.903
40511105,40B0291,5,2.903,2.097
40211249,40BA052,3,2.4951,0.5049
40311157,40BQ321,5,3.6046,1.3954
40211225,40BD052,3,3.7067,0.7067
40211151,40BQ371,5,4.1946,0.8054
40211112,40BQ391,5,3.1373,1.8627
40311261,40BA012,3,3.4264,0.4264
40411254,40BA222,3,2.903,0.097
40211239,40BR042,1,2.903,1.903
40111230,40BA152,2,2.903,0.903
40311233,40BA022,2,2.903,0.903
40211266,433A021,3,2.903,0.097
40211202,40BR242,3,3.1169,0.1169
40411113,40BQ311,5,2.903,2.097
40211249,40BA022,4,3.1055,0.8945
40311157,40B0291,5,3.398,1.602
40211139,432N861,1,2.903,1.903
40311260,40BQ512,5,2.903,2.097
40211230,40BA152,3,3.4206,0.4206
40311158,40BQ031,2,2.4022,0.4022
40311231,40BA132,5,4.3822,0.6178
40211116,40IN101,4,4.0,0.0
40311104,40BA081,4,3.5442,0.4558
40411240,40BA052,1,2.903,1.903
40211217,40BR032,5,3.8031,1.1969
40211248,40BA022,1,3.7181,2.7181
40211257,40BR372,1,3.3756,2.3756
40211266,40BR042,2,2.903,0.903
40311148,40BA011,1,2.903,1.903
40411159,40BA051,2,2.903,0.903
40205303,40BD012,2,3.3807,1.3807
40411141,40BC011,1,2.903,1.903
